Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Portugal,PRT,11.5,5.5,3.3,3.3,3.2,3.1,3.1,3.1,3.1,3,3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Qatar,QAT,17.8,10.6,8.4,8.1,7.9,7.7,7.5,7.3,7.2,7,6.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Romania,ROM,31,23.2,15.3,14,13,12.1,11.5,10.9,10.5,10.1,9.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Russian Federation,RUS,21.9,19.7,12.4,11.6,10.9,10.3,9.8,9.3,8.9,8.5,8.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Rwanda,RWA,93.2,109.2,56.8,51.5,47.3,43.8,40,37.1,34.7,32.7,31.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Samoa,WSM,25.8,18.5,16.2,16.1,17,16,16,15.8,15.6,15.4,15,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,San Marino,SMR,9.7,4.9,3.4,3.3,3.2,3.1,3,2.9,2.8,2.7,2.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sao Tome and Principe,STP,70.5,58.5,43.9,42.4,41,39.8,38.7,37.5,36.6,35.5,34.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Saudi Arabia,SAU,35.5,19.4,16,15.5,15.1,14.7,14.2,13.8,13.3,12.9,12.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Senegal,SEN,70.3,68.5,51.9,50,48.3,46.7,45.3,44.1,43.1,42.3,41.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Serbia,SRB,24.5,10.9,7.1,7,6.8,6.6,6.4,6.2,6,6,5.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Seychelles,SYC,14.2,12.3,12.2,12.2,12.2,12.2,12.2,12.2,12.1,11.9,11.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sierra Leone,SLE,156.5,143.3,120.5,116.2,111.7,107,102.3,97.9,93.8,90.2,87.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Singapore,SGP,6.2,3.1,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Slovak Republic,SVK,15.6,10.2,7.8,7.6,7.3,7,6.8,6.5,6.3,6.1,5.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Slovenia,SVN,8.8,4.5,3.2,3,2.8,2.7,2.6,2.4,2.3,2.2,2.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Solomon Islands,SLB,32.2,27.4,27.6,27.3,27,26.6,26.1,25.5,24.9,24.2,23.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Somalia,SOM,108.4,105.3,103.9,102.2,100,97.8,95.1,92.6,90.1,87.4,85,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,South Africa,ZAF,47.4,54,48.6,46.6,41.1,38.2,37.1,36.8,35.3,34.4,33.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,South Sudan,SSD,149.7,109.5,78.9,75.7,73.1,70.6,68.3,66.1,64,62,60.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Spain,ESP,9.3,5.4,4.4,4.2,4.1,3.9,3.8,3.7,3.7,3.6,3.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sri Lanka,LKA,18.1,14,10.7,10.2,9.7,9.4,9.1,8.9,8.7,8.6,8.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,St. Kitts and Nevis,KNA,23.1,15,11.2,10.8,10.4,10,9.6,9.3,9,8.7,8.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,St. Lucia,LCA,18.7,15.2,14.6,14.5,14.3,14.1,13.9,13.6,13.3,13,12.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,St. Vincent and the Grenadines,VCT,20.3,19.2,19.2,19,18.8,18.6,18.2,17.8,17.4,17,16.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sudan,SDN,79.9,67.8,57.1,55.8,54.5,53.3,52.2,51.1,49.9,48.8,47.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Suriname,SUR,40.7,30.2,24.3,23.5,22.7,22.1,21.4,20.8,20.1,19.5,19,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Swaziland,SWZ,56,84,74.7,73.2,65.8,59.1,53.6,51.5,48.4,45.8,44.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sweden,SWE,5.8,3.4,2.7,2.6,2.5,2.5,2.4,2.4,2.4,2.4,2.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Switzerland,CHE,6.7,4.6,4.1,4,3.9,3.9,3.8,3.7,3.6,3.5,3.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Syrian Arab Republic,SYR,30.4,19.8,14.8,14.2,13.7,13.2,12.8,12.6,12.1,11.7,11.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Tajikistan,TJK,85,74.3,49.2,47.4,46,44.7,43.3,42.1,40.9,39.7,38.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Tanzania,TZA,100.4,80.3,51.5,48.3,45.6,42.4,40.4,38.8,37.6,36.2,35.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Thailand,THA,30.3,19.1,14,13.4,12.9,12.5,12,11.6,11.2,10.9,10.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Timor-Leste,TMP,132,86.3,60.7,57.8,55.3,53.1,51.1,49.3,47.6,46.1,44.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Togo,TGO,90.2,76.2,64.1,62.5,60.9,59.3,57.9,56.5,55,53.6,52.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Tonga,TON,18.7,15.1,14.5,14.6,14.8,15,15,15,14.9,14.7,14.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Trinidad and Tobago,TTO,26.9,25.3,22.8,22.2,21.6,21,20.4,19.7,19.2,18.7,18.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Tunisia,TUN,44.3,26.3,17.5,16.6,15.7,14.9,14.2,13.6,13.1,12.6,12.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Turkey,TUR,55.8,32.1,20.2,18.9,17.6,16.4,15.3,14.2,13.2,12.3,11.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Turkmenistan,TKM,72.5,66.1,54.7,53.2,51.7,50.4,48.9,47.6,46.2,45,43.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Tuvalu,TUV,44.4,34.3,28.5,27.7,27,26.3,25.6,24.9,24.1,23.4,22.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Uganda,UGA,111.4,90,59.2,55.4,52.3,49.5,46.3,42.5,41.6,39.1,37.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Ukraine,UKR,16.7,15.8,11.6,11.1,10.6,10.1,9.6,9.1,8.6,8.1,7.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,United Arab Emirates,ARE,14.1,9.6,8,7.8,7.6,7.3,7,6.7,6.4,6.1,5.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,United Kingdom,GBR,7.9,5.6,4.9,4.7,4.6,4.4,4.2,4.1,3.9,3.7,3.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,United States,USA,9.4,7.1,6.6,6.5,6.4,6.3,6.1,6.1,5.9,5.7,5.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Uruguay,URY,20.3,14.6,11.5,11.2,11,10.6,10.3,10,9.5,9.1,8.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Uzbekistan,UZB,58.8,52.7,43.3,42,40.8,39.6,38.4,37.2,36.1,35,33.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Vanuatu,VUT,29.2,23.8,23.6,23.7,23.8,23.9,24,24,23.8,23.5,23.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Venezuela, RB",VEN,24.7,18.5,15,14.7,14.5,14.3,14.1,13.8,13.5,13.2,12.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Vietnam,VNM,36.6,26.1,21.4,20.8,20.3,19.8,19.3,18.8,18.3,17.8,17.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,West Bank and Gaza,WBG,35.6,24.9,21.3,20.9,20.5,20.2,19.8,19.4,19,18.5,18,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Yemen, Rep.",YEM,88.7,69,49.4,47,44.7,42.4,40.3,38.4,36.7,35.1,33.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Zambia,ZMB,113.3,97.6,61.3,58.7,55.6,52.9,51.1,49,46.5,44.7,43.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Zimbabwe,ZWE,51.2,63.5,59.9,58.9,57.7,55.8,54,49.4,48.8,47.6,46.6,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 10/14/2016,,,,,,,,,,,,,,,
