Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Greenland,GRL,68.92,69.76,72.18,72.8,72.87,73.29,73.69,73.65,..,..,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Grenada,GRD,70.784,72.641,74.291,74.538,74.784,75.024,75.254,75.469,75.669,75.852,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Guam,GUM,74.413,77.533,80.125,80.422,80.693,80.941,81.17,81.389,81.602,81.813,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Guatemala,GTM,65.224,71.388,73.711,73.934,74.158,74.389,74.626,74.866,75.103,75.338,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Guinea,GIN,50.891,51.268,54.567,55.404,56.201,56.933,57.587,58.178,58.721,59.219,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Guinea-Bissau,GNB,51.331,52.54,54.159,54.615,55.067,55.5,55.906,56.288,56.648,56.985,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Guyana,GUY,67.212,67.991,68.373,68.405,68.435,68.47,68.517,68.579,68.661,68.762,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Haiti,HTI,56.11,59.501,62.019,62.478,62.934,63.377,63.8,64.201,64.579,64.934,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Honduras,HND,69.018,72.964,74.369,74.561,74.749,74.936,75.125,75.316,75.511,75.71,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,"Hong Kong SAR, China",HKG,80.3,83.9,85.4,85.5,85.9,86,86.7,86.4,86.7,86.9,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Hungary,HUN,73.7,75.6,77.3,77.8,77.9,78.1,78.7,78.7,79.1,79.1,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Iceland,ISL,80.71,81.6,83.4,83.3,83.8,84.1,84.1,84.3,83.7,83.7,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,India,IND,58.291,63.486,66.29,66.752,67.231,67.718,68.199,68.66,69.092,69.492,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Indonesia,IDN,64.734,67.995,69.679,69.895,70.094,70.281,70.46,70.638,70.821,71.01,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,"Iran, Islamic Rep.",IRN,66.261,71.116,74.388,74.79,75.165,75.509,75.816,76.087,76.324,76.531,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Iraq,IRQ,69.628,71.518,71.096,71.148,71.2,71.257,71.326,71.418,71.536,71.681,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Ireland,IRL,77.647,79.2,82.1,82.4,82.7,83.1,83,83.2,83.1,83.1,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Israel,ISR,78.4,80.9,82.4,83,83.3,83.6,83.5,83.6,83.9,84.1,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Italy,ITA,80.3,82.8,84.2,84.2,84.3,84.7,84.8,84.8,85.2,85.2,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Jamaica,JAM,74.264,75.162,76.685,76.929,77.165,77.389,77.596,77.785,77.956,78.11,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Japan,JPN,81.91,84.6,85.99,86.05,86.44,86.3,85.9,86.41,86.61,86.83,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Jordan,JOR,71.355,73.26,74.55,74.727,74.904,75.081,75.257,75.43,75.601,75.768,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Kazakhstan,KAZ,73.1,71.1,72.6,72.4,73.5,73.32,73.81,74.33,75.06,75.94,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Kenya,KEN,60.774,51.513,56.527,57.743,58.895,59.953,60.911,61.794,62.622,63.388,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Kiribati,KIR,63.214,66.967,68.099,68.224,68.357,68.504,68.669,68.848,69.039,69.241,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,"Korea, Dem. People’s Rep.",PRK,72.859,68.97,71.938,72.043,72.211,72.448,72.741,73.056,73.364,73.658,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,"Korea, Rep.",KOR,75.51,79.6,82.73,83.29,83.77,84.07,84.45,84.64,85.06,85.48,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Kosovo,KSV,69.9,70,71.4,71.6,71.8,72,72.3,72.7,73,73.3,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Kuwait,KWT,73.266,74.29,74.818,74.926,75.048,75.182,75.325,75.471,75.617,75.76,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Kyrgyz Republic,KGZ,72.6,72.4,72.3,72.6,73.2,73.5,73.7,74.1,74.3,74.5,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Lao PDR,LAO,54.872,60.297,64.223,64.739,65.235,65.714,66.179,66.634,67.084,67.53,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Latvia,LVA,74.6,76,76.5,77.9,78.1,78.4,78.8,78.9,78.9,78.9,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Lebanon,LBN,71.811,76.124,79.51,79.843,80.131,80.382,80.607,80.821,81.036,81.259,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Lesotho,LSO,60.755,47.646,45.062,45.96,46.883,47.739,48.461,49.046,49.501,49.823,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Liberia,LBR,49.389,53.097,58.086,59.017,59.783,60.374,60.816,61.176,61.512,61.846,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Libya,LBY,70.377,72.314,74.169,74.333,74.429,74.472,74.486,74.503,74.548,74.63,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Liechtenstein,LIE,..,79.9,83.6,85.5,83.6,84.3,84.2,85.2,83.9,83.9,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Lithuania,LTU,76.17,77.5,77.2,77.6,78.6,78.8,79.3,79.6,79.6,79.6,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Luxembourg,LUX,78.71,81.1,82.2,83.1,83.3,83.5,83.6,83.8,83.9,84,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,"Macao SAR, China",MAC,77.63,80.045,81.503,81.696,81.884,82.068,82.248,82.426,82.601,82.775,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,"Macedonia, FYR",MKD,73.158,75.775,76.719,76.803,76.912,77.048,77.205,77.372,77.537,77.699,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Madagascar,MDG,52.243,59.699,63.481,63.942,64.402,64.864,65.323,65.773,66.211,66.635,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Malawi,MWI,44.983,44.125,52.143,54.07,55.991,57.834,59.545,61.109,62.516,63.745,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Malaysia,MYS,72.627,74.956,76.075,76.212,76.352,76.498,76.649,76.804,76.961,77.121,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Maldives,MDV,60.998,70.996,76.609,76.913,77.125,77.272,77.387,77.498,77.627,77.788,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Mali,MLI,46.351,48.584,53.992,54.737,55.384,55.936,56.416,56.864,57.317,57.786,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Malta,MLT,77.621,80.3,82.2,82.3,82.7,83.6,83,83,84,84,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Marshall Islands,MHL,..,67.8,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Mauritania,MRT,59.69,61.66,62.747,63.004,63.276,63.553,63.826,64.086,64.327,64.546,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Mauritius,MUS,73.4,75.3,76.11,76.11,76.56,76.65,76.97,77.5,77.5,77.58,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Mexico,MEX,73.831,76.768,78.069,78.212,78.359,78.514,78.678,78.849,79.025,79.206,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,"Micronesia, Fed. Sts.",FSM,66.761,67.874,68.998,69.167,69.328,69.483,69.634,69.787,69.944,70.106,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Moldova,MDA,71.008,70.963,72.183,72.619,73.163,73.772,74.383,74.931,75.37,75.682,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Mongolia,MNG,62.861,65.88,70.114,70.679,71.264,71.853,72.426,72.96,73.438,73.857,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Montenegro,MNE,77.746,76.036,76.471,76.7,76.984,77.301,77.625,77.928,78.188,78.398,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Morocco,MAR,66.319,70.089,72.574,72.954,73.336,73.714,74.08,74.429,74.757,75.062,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Mozambique,MOZ,44.705,50.509,53.214,53.744,54.297,54.848,55.364,55.824,56.216,56.54,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Myanmar,MMR,60.997,64.199,66.165,66.442,66.72,66.997,67.264,67.516,67.75,67.964,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Namibia,NAM,63.789,57.191,61.54,63.037,64.343,65.387,66.147,66.689,67.079,67.339,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
